Icon guid, Icon id, Moniker guid, Moniker id  
0fd0ec5c-2f14-49b5-ba9a-6305981893a2,1,ae27a6b0-e345-4288-96df-5eaf394ee369,3582
a814715d-dd37-404a-96da-ed9ba3418955,1,ae27a6b0-e345-4288-96df-5eaf394ee369,2402
